id,last_name,credit_score,country,gender,age,years_customer,balance_euros,num_products,has_credit_card,is_active,salary_euros,retained
15599195.0,Stiger,582.0,Germany,m,32.0,1.0,88938.62,1.0,1.0,1.0,10054.53,1.0
15812878.0,Parsons,785.0,Germany,f,36.0,2.0,99806.85,1.0,0.0,1.0,36976.52,1.0
15602312.0,Walkom,605.0,Austria,m,33.0,5.0,150092.8,1.0,0.0,0.0,71862.79,1.0
15744689.0,T'ang,479.0,Germany,m,35.0,9.0,92833.89,1.0,1.0,0.0,99449.86,0.0
15803526.0,Eremenko,685.0,Germany,m,30.0,3.0,90536.81,1.0,0.0,1.0,63082.88,1.0
15665790.0,Rowntree,538.0,Germany,m,39.0,7.0,108055.1,2.0,1.0,0.0,27231.26,1.0
15715951.0,Thorpe,562.0,Switzerland,m,42.0,2.0,100238.35,1.0,0.0,0.0,86797.41,1.0
15591100.0,Chiemela,675.0,Austria,m,36.0,9.0,106190.55,1.0,0.0,1.0,22994.32,1.0
15609618.0,Fanucci,721.0,Germany,m,28.0,9.0,154475.54,2.0,0.0,1.0,101300.94,0.0
15675522.0,Ko,628.0,Germany,f,30.0,9.0,132351.29,2.0,1.0,1.0,74169.13,1.0
15705512.0,Welch,668.0,Germany,f,37.0,6.0,167864.4,1.0,1.0,0.0,115638.29,1.0
15698028.0,Duncan,506.0,Switzerland,f,41.0,1.0,0.0,2.0,1.0,0.0,31766.3,1.0
15661670.0,Chidozie,524.0,Germany,f,31.0,8.0,107818.63,1.0,1.0,0.0,199725.39,0.0
15600781.0,Wu,699.0,Germany,m,34.0,4.0,185173.81,2.0,1.0,0.0,120834.48,1.0
15682472.0,Culbreth,828.0,Switzerland,m,34.0,8.0,129433.34,2.0,0.0,0.0,38131.77,1.0
15580203.0,Kennedy,674.0,Austria,m,39.0,6.0,120193.42,1.0,0.0,0.0,100130.95,1.0
15690673.0,Cameron,656.0,Switzerland,f,39.0,6.0,0.0,2.0,1.0,0.0,141069.88,1.0
15760085.0,Calabresi,684.0,Germany,f,48.0,10.0,126384.42,1.0,1.0,1.0,198129.36,1.0
15779659.0,Zetticci,625.0,Switzerland,f,28.0,3.0,0.0,1.0,0.0,0.0,183646.41,1.0
15627360.0,Fuller,432.0,Switzerland,m,42.0,9.0,152603.45,1.0,1.0,0.0,110265.24,0.0
15671137.0,MacDonald,549.0,Switzerland,f,52.0,1.0,0.0,1.0,0.0,1.0,8636.05,0.0
15782688.0,Piccio,625.0,Germany,m,56.0,0.0,148507.24,1.0,1.0,0.0,46824.08,0.0
15575492.0,Kennedy,828.0,Switzerland,f,41.0,7.0,0.0,2.0,1.0,0.0,171378.77,1.0
15591607.0,Fernie,770.0,Switzerland,m,24.0,9.0,101827.07,1.0,1.0,0.0,167256.35,1.0
15740404.0,He,758.0,Switzerland,f,34.0,3.0,0.0,2.0,1.0,1.0,124226.16,1.0
15718369.0,Kaodilinakachukwu,795.0,Germany,f,33.0,9.0,130862.43,1.0,1.0,1.0,114935.21,1.0
15677871.0,Cocci,687.0,Switzerland,m,38.0,9.0,122570.87,1.0,1.0,1.0,35608.88,1.0
15642004.0,Alekseeva,686.0,Switzerland,m,25.0,1.0,0.0,2.0,0.0,1.0,16459.37,1.0
15712543.0,Chinweike,789.0,Germany,m,39.0,7.0,124828.46,2.0,1.0,1.0,124411.08,1.0
15584518.0,Arthur,589.0,Germany,f,50.0,5.0,144895.05,2.0,1.0,1.0,34941.23,1.0
15802381.0,Li,461.0,Germany,f,34.0,5.0,63663.93,1.0,0.0,1.0,167784.28,1.0
15610156.0,Ma,637.0,Switzerland,m,40.0,2.0,133463.1,1.0,0.0,1.0,93165.34,1.0
15594408.0,,584.0,Austria,f,48.0,2.0,213146.2,1.0,1.0,0.0,75161.25,0.0
15640905.0,Vasin,579.0,Austria,f,35.0,1.0,129490.36,2.0,0.0,1.0,8590.83,0.0
15698932.0,Groves,756.0,,m,44.0,10.0,137452.09,1.0,1.0,0.0,189543.9,1.0
15724944.0,Tien,663.0,Switzerland,m,34.0,7.0,0.0,2.0,1.0,1.0,180427.24,1.0
15628145.0,Forwood,682.0,Switzerland,f,43.0,5.0,125851.93,1.0,1.0,1.0,193318.33,1.0
15713483.0,Greeves,793.0,Austria,m,52.0,2.0,0.0,1.0,1.0,0.0,159123.82,0.0
15612350.0,Taylor,691.0,Switzerland,f,31.0,5.0,40915.55,1.0,1.0,0.0,126213.84,0.0
15800703.0,Madukwe,485.0,Austria,f,21.0,5.0,113157.22,1.0,1.0,1.0,54141.5,1.0
15705707.0,Bennelong,635.0,Austria,f,29.0,8.0,138296.94,2.0,1.0,0.0,141075.51,1.0
15754105.0,,650.0,Switzerland,m,37.0,5.0,106967.18,1.0,0.0,0.0,24495.03,1.0
15703264.0,,735.0,Switzerland,m,44.0,9.0,,1.0,1.0,0.0,74836.34,1.0
15794413.0,Harris,416.0,Switzerland,m,32.0,0.0,0.0,2.0,0.0,1.0,878.87,1.0
15650237.0,Morgan,754.0,Austria,f,32.0,7.0,0.0,2.0,1.0,0.0,89520.75,1.0
15759618.0,Alexeeva,535.0,Switzerland,f,48.0,9.0,0.0,1.0,1.0,0.0,149892.79,0.0
15811589.0,Metcalfe,716.0,Austria,m,42.0,8.0,0.0,2.0,1.0,0.0,180800.42,1.0
15689044.0,Humphries,539.0,Switzerland,m,37.0,2.0,127609.59,1.0,1.0,0.0,98646.22,1.0
15709368.0,Milne,614.0,Switzerland,f,43.0,6.0,0.0,2.0,1.0,1.0,109041.53,1.0
15679145.0,Chou,706.0,Austria,m,57.0,7.0,0.0,1.0,1.0,0.0,17941.16,0.0
15655007.0,Li,758.0,Switzerland,f,33.0,7.0,0.0,2.0,0.0,0.0,82996.47,1.0
15623595.0,Clayton,586.0,Austria,f,28.0,2.0,0.0,2.0,1.0,1.0,92067.35,1.0
15589975.0,Maclean,646.0,Switzerland,f,73.0,6.0,97259.25,1.0,0.0,1.0,104719.66,1.0
15804017.0,Chigolum,631.0,Germany,f,33.0,4.0,123246.7,1.0,0.0,0.0,112687.57,1.0
15692132.0,Wilkinson,717.0,Austria,f,22.0,6.0,101060.25,1.0,0.0,1.0,84699.56,1.0
,Wei,,Switzerland,m,30.0,2.0,0.0,2.0,1.0,0.0,83473.82,1.0
15630910.0,Treacy,800.0,Switzerland,f,49.0,7.0,,1.0,0.0,0.0,47125.11,1.0
15680772.0,Hu,721.0,Austria,f,36.0,2.0,0.0,2.0,1.0,1.0,106977.8,1.0
15658929.0,Taverner,683.0,Austria,m,29.0,0.0,133702.89,1.0,1.0,0.0,55582.54,0.0
15585388.0,Sherman,660.0,Germany,m,31.0,9.0,125189.75,2.0,1.0,1.0,139874.43,1.0
15724623.0,Taubman,704.0,Germany,f,24.0,7.0,113034.22,1.0,1.0,,162503.48,0.0
15588537.0,Robinson,615.0,Austria,f,41.0,9.0,109013.23,1.0,1.0,0.0,196499.96,1.0
15574692.0,Pinto,667.0,Austria,f,39.0,2.0,0.0,2.0,1.0,0.0,40721.24,0.0
15611325.0,Wood,682.0,Germany,m,24.0,9.0,57929.81,2.0,0.0,0.0,53134.3,1.0
15587562.0,Hawkins,484.0,Switzerland,f,29.0,4.0,130114.39,1.0,1.0,0.0,164017.89,1.0
15613172.0,Sun,628.0,Germany,m,27.0,5.0,95826.49,2.0,1.0,0.0,155996.96,1.0
15651022.0,Yost,480.0,Germany,m,44.0,10.0,129608.57,1.0,1.0,0.0,5472.7,0.0
15586310.0,Ting,,Switzerland,m,30.0,4.0,169462.09,1.0,1.0,0.0,112187.11,1.0
15625524.0,Rowe,512.0,Switzerland,m,40.0,5.0,0.0,2.0,1.0,1.0,146457.83,1.0
15755209.0,Fu,484.0,Austria,f,35.0,7.0,133868.21,1.0,1.0,1.0,27286.1,1.0
15645248.0,Ho,510.0,Switzerland,f,30.0,0.0,0.0,2.0,1.0,1.0,130553.47,1.0
15790355.0,Okechukwu,606.0,Germany,m,36.0,5.0,190479.48,2.0,0.0,0.0,179351.89,1.0
15762615.0,Campbell,597.0,Austria,f,40.0,8.0,101993.12,1.0,0.0,1.0,94774.12,1.0
,Ashbolt,754.0,Germany,f,55.0,3.0,161608.81,1.0,1.0,0.0,8080.85,0.0
15716334.0,Rozier,850.0,Austria,f,45.0,2.0,122311.21,1.0,1.0,1.0,19482.5,1.0
15789669.0,Hsia,510.0,Switzerland,m,65.0,2.0,0.0,2.0,1.0,1.0,48071.61,1.0
15621075.0,Ogbonnaya,778.0,,f,45.0,1.0,162150.42,2.0,1.0,0.0,174531.27,1.0
15810845.0,T'ang,636.0,Switzerland,m,42.0,2.0,0.0,2.0,1.0,1.0,55470.78,1.0
15719377.0,Cocci,804.0,Switzerland,f,50.0,4.0,0.0,1.0,1.0,1.0,8546.87,0.0
15654506.0,Chang,514.0,Switzerland,m,32.0,8.0,0.0,2.0,1.0,0.0,95857.18,1.0
15771977.0,T'ao,730.0,Switzerland,f,39.0,1.0,99010.67,1.0,1.0,0.0,194945.8,1.0
15708710.0,Ford,525.0,Austria,f,,0.0,0.0,1.0,0.0,1.0,131521.72,1.0
15726676.0,Marshall,616.0,Austria,m,30.0,5.0,0.0,2.0,0.0,1.0,196108.51,1.0
15587421.0,Tsai,687.0,Germany,f,34.0,7.0,111388.18,2.0,1.0,0.0,148564.76,1.0
15726931.0,Onwumelu,715.0,Switzerland,f,41.0,8.0,56214.85,2.0,0.0,0.0,92982.61,0.0
15771086.0,Graham,512.0,Switzerland,f,36.0,3.0,84327.77,2.0,1.0,0.0,17675.36,1.0
15756850.0,Golovanov,479.0,Switzerland,m,40.0,1.0,0.0,2.0,0.0,0.0,114996.43,1.0
15702741.0,Potts,601.0,Switzerland,m,32.0,8.0,93012.89,1.0,1.0,0.0,86957.42,1.0
15679200.0,Crawford,580.0,Austria,m,29.0,9.0,61710.44,2.0,1.0,0.0,128077.8,1.0
15594815.0,Aleshire,807.0,Switzerland,m,35.0,3.0,174790.15,1.0,1.0,1.0,600.36,1.0
15635905.0,Moran,616.0,Austria,f,32.0,6.0,0.0,2.0,1.0,1.0,43001.46,1.0
15777892.0,Samsonova,721.0,Germany,m,37.0,3.0,107720.64,1.0,,1.0,158591.12,1.0
15656176.0,Jenkins,501.0,Switzerland,m,57.0,10.0,0.0,2.0,1.0,1.0,47847.19,1.0
15811127.0,Volkov,521.0,Switzerland,m,35.0,6.0,96423.84,1.0,1.0,0.0,10488.44,1.0
15604482.0,Chiemezie,850.0,Austria,m,30.0,2.0,141040.01,1.0,1.0,1.0,5978.2,1.0
15622911.0,Jude,759.0,Switzerland,m,42.0,4.0,105420.18,1.0,0.0,1.0,121409.06,1.0
15600974.0,He,516.0,Austria,m,50.0,5.0,0.0,1.0,0.0,1.0,146145.93,0.0
15727868.0,Onuora,711.0,Switzerland,f,38.0,2.0,129022.06,2.0,1.0,1.0,14374.86,0.0
15627801.0,Ginikanwa,512.0,Austria,m,33.0,3.0,176666.62,1.0,1.0,0.0,94670.77,1.0
,Ku,550.0,Switzerland,m,37.0,3.0,0.0,1.0,1.0,1.0,179670.31,1.0
15755262.0,McDonald,608.0,Austria,f,41.0,3.0,89763.84,1.0,0.0,0.0,199304.74,0.0
15679531.0,Collins,618.0,Switzerland,m,34.0,5.0,134954.53,1.0,1.0,1.0,151954.39,1.0
15684181.0,Hackett,643.0,Switzerland,m,45.0,5.0,0.0,1.0,1.0,0.0,142513.5,0.0
15612087.0,Dike,671.0,Switzerland,m,45.0,2.0,106376.85,1.0,0.0,1.0,158264.62,1.0
15752047.0,Trevisano,689.0,Germany,m,33.0,2.0,161814.64,2.0,1.0,0.0,169381.9,1.0
15624592.0,Tan,603.0,Switzerland,m,31.0,8.0,0.0,2.0,1.0,1.0,169915.02,1.0
15573152.0,Glassman,620.0,Switzerland,f,41.0,9.0,0.0,2.0,0.0,0.0,88852.47,1.0
15594917.0,Miller,676.0,Switzerland,f,34.0,1.0,63095.01,1.0,1.0,1.0,40645.81,1.0
15785542.0,Kornilova,572.0,Germany,m,26.0,4.0,118287.01,2.0,0.0,0.0,60427.3,1.0
15723488.0,Watson,668.0,Germany,m,47.0,7.0,106854.21,1.0,0.0,1.0,157959.02,0.0
,Marchesi,695.0,Switzerland,m,46.0,7.0,49512.55,1.0,1.0,0.0,133007.34,1.0
15786308.0,Millar,730.0,Austria,f,33.0,9.0,0.0,2.0,0.0,0.0,,1.0
15659366.0,Shih,807.0,Switzerland,m,43.0,1.0,105799.32,2.0,1.0,0.0,34888.04,0.0
15774854.0,Fuller,592.0,Switzerland,m,54.0,8.0,0.0,1.0,1.0,1.0,28737.71,0.0
15725311.0,Hay,726.0,Switzerland,f,31.0,9.0,114722.05,2.0,1.0,1.0,98178.57,1.0
15787155.0,Yang,514.0,Austria,m,30.0,7.0,0.0,1.0,0.0,1.0,125010.24,1.0
15727829.0,McIntyre,567.0,Switzerland,m,42.0,2.0,0.0,2.0,1.0,1.0,167984.61,1.0
15733247.0,Stevenson,850.0,Switzerland,m,33.0,10.0,0.0,1.0,1.0,0.0,4861.72,0.0
15568748.0,Poole,671.0,Germany,m,45.0,6.0,99564.22,1.0,1.0,1.0,108872.45,0.0
15699029.0,Bagley,670.0,Switzerland,m,37.0,4.0,170557.91,2.0,1.0,0.0,198252.88,1.0
15774393.0,Ch'ien,694.0,Switzerland,f,30.0,9.0,0.0,2.0,1.0,1.0,26960.31,1.0
15676895.0,Cattaneo,547.0,Germany,f,39.0,6.0,74596.15,3.0,1.0,1.0,85746.52,0.0
15637753.0,O'Sullivan,751.0,Germany,m,50.0,2.0,96888.39,1.0,1.0,0.0,77206.25,0.0
15605461.0,Lucas,594.0,Germany,f,29.0,3.0,130830.22,1.0,1.0,0.0,61048.53,1.0
15808473.0,Ringrose,673.0,Switzerland,m,72.0,1.0,0.0,2.0,0.0,1.0,111981.19,1.0
15627000.0,Freeman,610.0,Switzerland,m,40.0,0.0,0.0,2.0,1.0,0.0,62232.6,1.0
15787174.0,Sergeyev,512.0,Switzerland,f,37.0,1.0,0.0,2.0,0.0,1.0,156105.03,1.0
15723886.0,Fiore,767.0,Germany,m,20.0,3.0,119714.25,2.0,0.0,1.0,150135.38,1.0
15704769.0,Smith,585.0,Switzerland,f,67.0,5.0,113978.97,2.0,0.0,1.0,93146.11,1.0
15772896.0,Dumetochukwu,763.0,Germany,m,42.0,6.0,100160.75,1.0,1.0,0.0,33462.94,0.0
15711540.0,Pacheco,712.0,Switzerland,f,29.0,2.0,0.0,1.0,1.0,1.0,144375.0,1.0
15764866.0,Synnot,539.0,Germany,f,43.0,3.0,116220.5,3.0,1.0,0.0,55803.96,0.0
15794056.0,Johnston,668.0,Switzerland,f,46.0,2.0,0.0,3.0,1.0,0.0,89048.46,0.0
15795149.0,Stevens,703.0,Switzerland,m,28.0,2.0,81173.83,2.0,0.0,1.0,162812.16,1.0
15812009.0,Grant,662.0,Austria,m,38.0,4.0,0.0,2.0,1.0,0.0,136259.65,1.0
15651001.0,Tsao,725.0,Germany,f,39.0,5.0,116803.8,1.0,1.0,0.0,124052.97,1.0
15813844.0,Barnes,703.0,Switzerland,m,37.0,8.0,105961.68,2.0,0.0,1.0,74158.8,1.0
15596175.0,McIntosh,659.0,Germany,m,67.0,6.0,117411.6,1.0,1.0,1.0,45071.09,0.0
15576269.0,Madison,523.0,Austria,m,34.0,7.0,0.0,2.0,1.0,0.0,62030.06,1.0
15797219.0,Ifesinachi,635.0,Switzerland,f,40.0,10.0,123497.58,1.0,1.0,0.0,131953.23,0.0
15685500.0,Glazkov,772.0,Germany,m,26.0,7.0,152400.51,2.0,1.0,0.0,79414.0,1.0
15599792.0,Dimauro,545.0,Switzerland,f,26.0,1.0,0.0,2.0,1.0,1.0,199638.56,1.0
15657566.0,Wieck,634.0,Germany,m,24.0,8.0,103097.85,1.0,1.0,1.0,157577.29,1.0
15772423.0,Liao,739.0,Germany,m,54.0,8.0,126418.14,1.0,1.0,0.0,134420.75,0.0
15628112.0,Hughes,771.0,Germany,f,36.0,5.0,77846.9,1.0,0.0,0.0,99805.99,1.0
